title,rate,url
饥渴的想象,8.7,https://book.douban.com/subject/26300028/
给青年的十二封信,8.7,https://book.douban.com/subject/1069805/
草木的理想国,7.1,https://book.douban.com/subject/10544783/
随想录,8.1,https://book.douban.com/subject/1437162/
故都的秋,8.2,https://book.douban.com/subject/1409894/
大自然的灵魂,9.1,https://book.douban.com/subject/26589634/
生命的清单,7.6,https://book.douban.com/subject/4615442/
锦灰堆,9.2,https://book.douban.com/subject/1029940/
存在之难,8.5,https://book.douban.com/subject/1432443/
思想的星空,8.2,https://book.douban.com/subject/3773956/
痕记,7.7,https://book.douban.com/subject/5264089/
我的遥远的清平湾,8.7,https://book.douban.com/subject/1206319/
周国平自选集,8.7,https://book.douban.com/subject/1038012/
苦茶随笔,8.6,https://book.douban.com/subject/1020930/
学飞的盟盟,8.7,https://book.douban.com/subject/3880846/
阿宝两只脚 凳子四只脚,9.2,https://book.douban.com/subject/26280915/
自然与人生,8.8,https://book.douban.com/subject/1597381/
茶可道,7.5,https://book.douban.com/subject/5999408/
老人情,8.3,https://book.douban.com/subject/25804160/
肚大能容,7.9,https://book.douban.com/subject/1042250/
腰斩哪吒,7.5,https://book.douban.com/subject/11577428/
胭脂盆地,8.0,https://book.douban.com/subject/5411007/
孤独这种病，遇见你就好了,8.7,https://book.douban.com/subject/26907595/
狐狸尾巴,7.3,https://book.douban.com/subject/5910922/
茶味的初相,7.6,https://book.douban.com/subject/20386034/
我的职业是小说家,9.2,https://book.douban.com/subject/26889236/
东京奇谭集,8.0,https://book.douban.com/subject/1848256/
在约定的场所,8.2,https://book.douban.com/subject/10600121/
日出国的工厂,7.5,https://book.douban.com/subject/10473356/
萊辛頓的幽靈,7.9,https://book.douban.com/subject/1341163/
村上春树音乐之旅,6.9,https://book.douban.com/subject/1083106/
ノルウェイの森（上）,8.3,https://book.douban.com/subject/3119332/
"Blind Willow, Sleeping Woman",8.5,https://book.douban.com/subject/1868541/
尋羊的冒險（下）,7.7,https://book.douban.com/subject/3229837/
村上春樹全作品（1990～2000 3）,None,https://book.douban.com/subject/3125869/
村上春树的文学迷宫,6.5,https://book.douban.com/subject/25763270/
遇見100%的村上春樹,7.2,https://book.douban.com/subject/1461383/
A Wild Sheep Chase,None,https://book.douban.com/subject/3104996/
"Pinball, 1973",8.1,https://book.douban.com/subject/1479705/
ガラスの靴・悪い仲間,None,https://book.douban.com/subject/4121184/
寂然的狂喜,8.6,https://book.douban.com/subject/26888764/
我坐在火山的最边缘,8.7,https://book.douban.com/subject/26772667/
时间的玫瑰,8.6,https://book.douban.com/subject/1401795/
失乐园,8.5,https://book.douban.com/subject/2032523/
沙与沫,9.2,https://book.douban.com/subject/1219090/
奇迹集,8.5,https://book.douban.com/subject/10618099/
索德格朗诗全集,8.5,https://book.douban.com/subject/1138116/
詩60首,9.0,https://book.douban.com/subject/7051478/
生来如此,8.9,https://book.douban.com/subject/25775003/
张枣译诗,8.0,https://book.douban.com/subject/26438711/
洛夫诗全集（上下）,8.9,https://book.douban.com/subject/25708094/
守夜,9.1,https://book.douban.com/subject/3890089/
俞心樵诗选,8.3,https://book.douban.com/subject/24876757/
金子美铃物语,8.6,https://book.douban.com/subject/10760882/
纸上的伊比利亚,8.4,https://book.douban.com/subject/2995998/
白刃的海,8.6,https://book.douban.com/subject/26413660/
一见钟情,8.4,https://book.douban.com/subject/1137615/
疑似风月集,9.0,https://book.douban.com/subject/5501109/
帕斯捷尔纳克诗全集,7.6,https://book.douban.com/subject/20375530/
R.S.托马斯晚年诗选：1988～2000,8.7,https://book.douban.com/subject/25944288/
顾城诗集,8.7,https://book.douban.com/subject/1932278/
大雄,8.6,https://book.douban.com/subject/3711186/
透过词语的玻璃,9.1,https://book.douban.com/subject/3135764/
泰戈尔散文诗全集,8.9,https://book.douban.com/subject/1092512/
德国，一个冬天的童话,7.9,https://book.douban.com/subject/3025632/
夏目漱石汉诗文集,8.6,https://book.douban.com/subject/3907946/
李白诗选,9.2,https://book.douban.com/subject/1223808/
在外过冬,9.0,https://book.douban.com/subject/10535973/
十亿个流浪汉，或者虚无,7.4,https://book.douban.com/subject/25888005/
一休和尚诗集,7.9,https://book.douban.com/subject/3267169/
芒克的诗,8.0,https://book.douban.com/subject/3779926/
泰戈尔诗选,8.8,https://book.douban.com/subject/1056657/
荷尔德林诗的阐释,8.7,https://book.douban.com/subject/1228316/
郑小琼诗选,8.3,https://book.douban.com/subject/3099625/
波德莱尔诗全集,8.1,https://book.douban.com/subject/1026073/
另一種聲音,8.1,https://book.douban.com/subject/4170234/
生日信札,8.2,https://book.douban.com/subject/1085532/
唐诗的唯美主义,8.2,https://book.douban.com/subject/4150303/
先知.沙与沫,9.1,https://book.douban.com/subject/2048650/
新诗十讲,None,https://book.douban.com/subject/26362090/
自由诗篇,8.7,https://book.douban.com/subject/19957710/
日本古典俳句选,8.1,https://book.douban.com/subject/1227920/
五人诗选,8.9,https://book.douban.com/subject/1462850/
左边,7.8,https://book.douban.com/subject/3713398/
玫瑰的秘密,7.8,https://book.douban.com/subject/3226636/
李商隱詩歌集解（全五冊）,9.4,https://book.douban.com/subject/1012171/
金圣叹选批唐诗六百首（罗辑思维独家定制版）,None,https://book.douban.com/subject/26762589/
爱经·海螺,8.5,https://book.douban.com/subject/6538493/
俳句的魅力,7.6,https://book.douban.com/subject/3107941/
艾青诗选,8.1,https://book.douban.com/subject/1073386/
小王子,9.0,https://book.douban.com/subject/1084336/
风与树的歌,9.3,https://book.douban.com/subject/1270150/
